joined,generation,inviter_joined,activated_card,first_purchase,fifth_purchase,last_activity,joined_bonus,days_till_activation,has_activated_card,days_till_first_purchase,days_till_fifth_purchase,fifth_purchase_bonus,currently_active,first_purchase_binned,fifth_purchase_binned
2021-02-08,GEN Y,2020-05-02,2021-02-14,2021-02-15,2021-02-20,2021-11-13,20,6,Y,7,12,10,Y,7,12
2021-02-08,GEN Z,2019-05-10,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,BOOMER,2020-02-27,2021-02-17,2021-02-23,2021-02-25,2021-11-12,20,9,Y,15,17,10,Y,15,17
2021-02-08,GEN Z,2020-12-01,,,,2021-11-10,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-08,GEN Y,2020-05-17,2021-02-18,2021-02-20,,2021-02-20,20,10,Y,12,-1,0,N,12,-1
2021-02-08,GEN Z,2021-02-04,2021-02-15,2021-02-27,,2021-03-12,20,7,Y,19,-1,0,N,19,-1
2021-02-08,GEN Z,2020-07-13,,,,2021-02-11,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2019-12-07,2021-02-15,2021-03-07,,2021-11-13,20,7,Y,27,-1,0,Y,27,-1
2021-02-08,GEN Z,2021-01-28,,2021-02-13,,2021-02-16,20,-1,N,5,-1,0,N,5,-1
2021-02-08,GEN Z,2020-11-26,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2019-10-11,2021-02-16,2021-02-19,2021-02-22,2021-11-15,20,8,Y,11,14,10,Y,11,14
2021-02-08,GEN Y,2019-09-01,2021-02-22,2021-02-22,2021-02-23,2021-11-10,20,14,Y,14,15,10,Y,14,15
2021-02-08,GEN Z,2020-04-15,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2019-10-27,2021-02-26,2021-02-09,2021-03-01,2021-09-11,20,18,Y,1,21,10,N,1,21
2021-02-08,GEN Z,2019-06-07,2021-03-01,,,,20,21,Y,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2020-11-06,2021-03-02,2021-02-15,2021-03-05,2021-11-05,20,22,Y,7,25,10,Y,7,25
2021-02-08,GEN Y,2021-01-29,,2021-02-09,2021-02-11,2021-11-09,20,-1,N,1,3,10,Y,1,3
2021-02-08,GEN Z,2020-05-14,,2021-02-10,2021-02-17,2021-03-03,20,-1,N,2,9,10,N,2,9
2021-02-08,GEN Z,2021-01-30,2021-02-15,2021-02-20,2021-02-22,2021-11-13,20,7,Y,12,14,10,Y,12,14
2021-02-08,GEN Y,2021-01-05,,2021-02-09,,2021-02-26,20,-1,N,1,-1,0,N,1,-1
2021-02-08,GEN Y,2021-02-03,2021-02-16,2021-02-18,2021-02-20,2021-11-15,20,8,Y,10,12,10,Y,10,12
2021-02-08,GEN Z,2019-09-12,2021-02-17,2021-02-19,2021-02-21,2021-11-13,20,9,Y,11,13,10,Y,11,13
2021-02-08,GEN Z,2021-01-14,,2021-02-08,2021-04-22,2021-10-20,20,-1,N,0,73,0,Y,0,>30
2021-02-08,GEN Z,2019-03-31,,2021-02-09,,2021-03-03,20,-1,N,1,-1,0,N,1,-1
2021-02-08,GEN Z,2021-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2019-06-13,2021-02-18,2021-02-09,2021-02-16,2021-11-13,20,10,Y,1,8,10,Y,1,8
2021-02-08,GEN Y,2019-04-28,2021-02-19,2021-02-19,2021-02-23,2021-11-08,20,11,Y,11,15,10,Y,11,15
2021-02-08,GEN Z,2021-02-03,2021-02-16,2021-02-10,2021-02-26,2021-09-05,20,8,Y,2,18,10,N,2,18
2021-02-08,GEN X,2020-08-31,2021-02-13,2021-02-13,2021-02-18,2021-11-14,20,5,Y,5,10,10,Y,5,10
2021-02-08,GEN Z,2021-01-18,2021-02-16,2021-02-08,2021-02-11,2021-11-14,20,8,Y,0,3,10,Y,0,3
2021-02-08,GEN Z,2019-05-28,,,,2021-02-10,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2019-11-20,,2021-02-16,,2021-02-16,20,-1,N,8,-1,0,N,8,-1
2021-02-08,GEN Z,2021-02-06,2021-02-12,2021-02-08,2021-02-10,2021-02-25,20,4,Y,0,2,10,N,0,2
2021-02-08,GEN Z,2020-02-02,2021-02-15,2021-02-18,2021-02-21,2021-11-09,20,7,Y,10,13,10,Y,10,13
2021-02-08,GEN Z,2020-12-27,2021-02-25,2021-02-26,2021-03-02,2021-11-15,20,17,Y,18,22,10,Y,18,22
2021-02-08,GEN Z,2020-10-14,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2021-02-05,2021-03-01,2021-04-22,2021-05-26,2021-08-01,20,21,Y,73,107,0,N,>30,>30
2021-02-08,GEN X,2020-12-02,2021-02-20,2021-02-20,,2021-02-20,20,12,Y,12,-1,0,N,12,-1
2021-02-08,GEN Z,2020-05-22,2021-02-12,2021-02-15,2021-02-20,2021-11-13,20,4,Y,7,12,10,Y,7,12
2021-02-08,GEN Z,2019-07-12,2021-08-09,2021-02-09,2021-02-14,2021-10-28,20,182,Y,1,6,10,Y,1,6
2021-02-08,GEN Y,2019-10-21,,2021-03-10,2021-05-28,2021-07-10,20,-1,N,30,109,0,N,30,>30
2021-02-08,GEN Y,2021-01-22,,,,2021-09-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2019-05-25,2021-02-17,2021-04-13,,2021-04-13,20,9,Y,64,-1,0,N,>30,-1
2021-02-08,GEN Z,2020-11-26,2021-02-17,2021-02-26,,2021-03-04,20,9,Y,18,-1,0,N,18,-1
2021-02-08,GEN Y,2019-04-29,2021-02-24,2021-02-24,2021-02-25,2021-11-15,20,16,Y,16,17,10,Y,16,17
2021-02-08,GEN X,2019-08-24,,2021-03-15,2021-04-12,2021-08-10,20,-1,N,35,63,0,N,>30,>30
2021-02-08,GEN Z,2019-08-30,2021-02-12,2021-02-12,2021-02-20,2021-11-12,20,4,Y,4,12,10,Y,4,12
2021-02-08,GEN Z,2021-01-18,2021-02-20,2021-02-08,2021-02-11,2021-11-15,20,12,Y,0,3,10,Y,0,3
2021-02-08,GEN Y,2019-08-25,,,,2021-10-03,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2019-02-01,2021-05-30,2021-04-01,2021-05-28,2021-11-11,20,111,Y,52,109,0,Y,>30,>30
2021-02-08,GEN X,2021-01-06,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2021-01-09,2021-03-02,2021-03-02,2021-03-12,2021-04-19,20,22,Y,22,32,0,N,22,>30
2021-02-08,GEN Z,2019-02-27,2021-04-10,2021-02-12,2021-02-14,2021-11-13,20,61,Y,4,6,10,Y,4,6
2021-02-08,GEN Y,2019-09-02,,2021-02-09,,2021-04-27,20,-1,N,1,-1,0,N,1,-1
2021-02-08,GEN X,2021-01-31,2021-02-19,2021-02-12,2021-02-20,2021-10-24,20,11,Y,4,12,10,Y,4,12
2021-02-08,GEN Z,2019-09-06,2021-05-28,2021-02-12,,2021-02-12,20,109,Y,4,-1,0,N,4,-1
2021-02-08,GEN Z,2020-09-06,2021-02-23,2021-02-09,2021-03-02,2021-10-27,20,15,Y,1,22,10,Y,1,22
2021-02-08,GEN Y,2020-12-12,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2019-05-03,2021-02-17,2021-02-19,2021-02-25,2021-10-01,20,9,Y,11,17,10,N,11,17
2021-02-08,GEN Z,2020-11-24,2021-04-10,2021-04-10,2021-04-23,2021-08-31,20,61,Y,61,74,0,N,>30,>30
2021-02-08,GEN Z,2019-06-30,2021-02-22,2021-02-13,2021-02-26,2021-11-05,20,14,Y,5,18,10,Y,5,18
2021-02-08,GEN X,2021-02-03,2021-03-21,2021-03-21,,2021-03-21,20,41,Y,41,-1,0,N,>30,-1
2021-02-08,GEN Y,2019-02-02,2021-02-19,2021-02-19,2021-02-23,2021-11-14,20,11,Y,11,15,10,Y,11,15
2021-02-08,GEN X,2020-04-13,,2021-02-08,,2021-03-31,20,-1,N,0,-1,0,N,0,-1
2021-02-08,GEN Y,2021-02-05,2021-02-20,2021-02-17,2021-02-20,2021-11-15,20,12,Y,9,12,10,Y,9,12
2021-02-08,GEN Z,2021-01-11,2021-02-19,2021-02-19,2021-02-24,2021-11-13,20,11,Y,11,16,10,Y,11,16
2021-02-08,GEN Z,2020-11-01,2021-02-17,2021-03-29,2021-05-08,2021-11-13,20,9,Y,49,89,0,Y,>30,>30
2021-02-08,BOOMER,2021-02-07,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2020-04-27,2021-02-18,2021-02-18,2021-02-18,2021-11-08,20,10,Y,10,10,10,Y,10,10
2021-02-08,GEN Y,2021-01-21,2021-02-18,2021-02-18,2021-02-20,2021-11-13,20,10,Y,10,12,10,Y,10,12
2021-02-08,GEN Z,2020-06-16,2021-02-19,2021-02-09,2021-02-11,2021-11-13,20,11,Y,1,3,10,Y,1,3
2021-02-08,BOOMER,2019-12-31,,2021-02-09,2021-02-09,2021-02-11,20,-1,N,1,1,10,N,1,1
2021-02-08,GEN Y,2020-12-09,2021-02-26,2021-02-27,2021-03-02,2021-11-15,20,18,Y,19,22,10,Y,19,22
2021-02-08,GEN X,2020-12-12,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2021-01-29,2021-02-25,2021-02-26,2021-03-26,2021-08-30,20,17,Y,18,46,0,N,18,>30
2021-02-08,GEN Z,2020-10-05,2021-02-25,2021-02-11,2021-02-11,2021-11-10,20,17,Y,3,3,10,Y,3,3
2021-02-08,GEN Y,2020-10-18,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2021-02-04,2021-02-24,2021-03-08,2021-06-16,2021-11-13,20,16,Y,28,128,0,Y,28,>30
2021-02-08,GEN Z,2020-03-08,2021-02-19,,,,20,11,Y,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2020-08-15,2021-03-04,2021-02-09,2021-02-13,2021-11-14,20,24,Y,1,5,10,Y,1,5
2021-02-08,GEN Z,2019-11-26,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2020-03-11,2021-02-18,2021-02-19,2021-02-26,2021-08-06,20,10,Y,11,18,10,N,11,18
2021-02-09,GEN X,2020-12-09,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2019-10-21,,2021-03-04,2021-03-27,2021-05-28,20,-1,N,23,46,0,N,23,>30
2021-02-09,GEN Z,2021-01-02,2021-02-25,2021-02-15,2021-02-17,2021-11-15,20,16,Y,6,8,10,Y,6,8
2021-02-09,GEN Y,2021-02-05,2021-03-01,2021-02-24,,2021-03-06,20,20,Y,15,-1,0,N,15,-1
2021-02-09,GEN Z,2020-04-06,2021-03-02,2021-03-09,2021-04-13,2021-08-03,20,21,Y,28,63,0,N,28,>30
2021-02-09,GEN X,2019-05-22,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2020-12-06,2021-03-01,2021-03-01,2021-10-07,2021-11-09,20,20,Y,20,240,0,Y,20,>30
2021-02-09,GEN Z,2019-06-11,2021-02-23,,,2021-02-09,20,14,Y,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2021-01-09,2021-02-18,2021-02-11,2021-05-14,2021-11-14,20,9,Y,2,94,0,Y,2,>30
2021-02-09,GEN Z,2021-01-06,,,,2021-02-15,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2020-07-08,,,,2021-05-04,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2020-12-27,2021-02-17,2021-02-24,2021-05-03,2021-05-03,20,8,Y,15,83,0,N,15,>30
2021-02-09,GEN Y,2018-12-05,2021-04-26,2021-06-09,2021-06-16,2021-11-14,20,76,Y,120,127,0,Y,>30,>30
2021-02-09,GEN Z,2020-07-30,2021-02-18,2021-02-10,2021-03-02,2021-03-02,20,9,Y,1,21,10,N,1,21
2021-02-09,GEN Z,2021-02-06,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2020-02-14,,2021-03-09,,2021-03-09,20,-1,N,28,-1,0,N,28,-1
2021-02-09,GEN Z,2019-09-02,2021-02-23,2021-04-28,2021-08-19,2021-11-14,20,14,Y,78,191,0,Y,>30,>30
2021-02-09,GEN X,2020-11-17,2021-02-21,,,2021-10-03,20,12,Y,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2021-01-27,2021-02-24,2021-02-14,2021-02-25,2021-11-13,20,15,Y,5,16,10,Y,5,16
2021-02-09,GEN X,2020-12-23,,2021-02-15,,2021-02-15,20,-1,N,6,-1,0,N,6,-1
2021-02-09,GEN Y,2019-07-10,2021-02-22,,,2021-06-18,20,13,Y,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2020-03-14,2021-02-17,2021-02-09,2021-03-02,2021-11-14,20,8,Y,0,21,10,Y,0,21
2021-02-09,GEN Z,2019-01-10,2021-04-06,2021-04-07,2021-04-08,2021-11-15,20,56,Y,57,58,0,Y,>30,>30
2021-02-09,GEN Z,2021-02-07,2021-02-22,2021-02-23,2021-02-25,2021-11-14,20,13,Y,14,16,10,Y,14,16
2021-02-09,GEN Y,2021-01-24,,2021-02-22,2021-04-14,2021-11-05,20,-1,N,13,64,0,Y,13,>30
2021-02-09,GEN X,2021-01-06,2021-04-24,,,,20,74,Y,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2021-01-28,2021-02-18,2021-02-19,2021-03-04,2021-11-12,20,9,Y,10,23,10,Y,10,23
2021-02-09,GEN Z,2021-01-09,,2021-02-09,,2021-02-09,20,-1,N,0,-1,0,N,0,-1
2021-02-09,GEN Z,2019-09-10,2021-03-30,2021-02-10,2021-03-28,2021-11-14,20,49,Y,1,47,0,Y,1,>30
2021-02-09,GEN Y,2020-03-30,2021-02-17,2021-02-19,2021-08-01,2021-10-27,20,8,Y,10,173,0,Y,10,>30
2021-02-09,GEN X,2020-11-21,,,,2021-02-20,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2018-12-15,2021-04-12,2021-04-18,2021-05-10,2021-11-14,20,62,Y,68,90,0,Y,>30,>30
2021-02-09,GEN Y,2020-03-14,2021-02-18,2021-05-20,2021-08-06,2021-11-12,20,9,Y,100,178,0,Y,>30,>30
2021-02-09,BOOMER,2021-01-20,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2020-09-04,2021-02-23,2021-03-02,2021-03-06,2021-03-15,20,14,Y,21,25,10,N,21,25
2021-02-09,GEN Z,2021-02-08,2021-07-22,2021-02-09,2021-02-14,2021-11-13,20,163,Y,0,5,10,Y,0,5
2021-02-09,GEN Z,2020-06-28,2021-02-18,2021-02-17,2021-02-18,2021-11-12,20,9,Y,8,9,10,Y,8,9
2021-02-09,GEN Y,2020-01-31,2021-02-18,2021-02-20,2021-02-24,2021-11-14,20,9,Y,11,15,10,Y,11,15
2021-02-09,GEN Z,2019-04-18,2021-02-18,2021-02-10,2021-05-07,2021-11-12,20,9,Y,1,87,0,Y,1,>30
2021-02-09,GEN Z,2020-08-17,2021-02-18,2021-02-14,2021-02-19,2021-08-06,20,9,Y,5,10,10,N,5,10
2021-02-09,GEN Z,2021-01-06,2021-02-23,2021-04-09,,2021-04-23,20,14,Y,59,-1,0,N,>30,-1
2021-02-09,GEN Y,2020-12-20,2021-02-17,2021-04-28,2021-06-28,2021-11-14,20,8,Y,78,139,0,Y,>30,>30
2021-02-09,GEN Z,2020-06-14,2021-02-23,2021-02-23,,2021-10-28,20,14,Y,14,-1,0,Y,14,-1
2021-02-09,GEN Z,2020-11-19,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2020-10-22,2021-02-22,2021-02-22,2021-03-02,2021-11-11,20,13,Y,13,21,10,Y,13,21
2021-02-09,GEN Z,2019-08-20,,,,2021-11-02,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-09,GEN Z,2019-01-14,2021-02-22,2021-03-20,2021-04-10,2021-10-20,20,13,Y,39,60,0,Y,>30,>30
2021-02-09,GEN Z,2019-08-19,2021-03-29,2021-03-31,2021-04-18,2021-10-01,20,48,Y,50,68,0,N,>30,>30
2021-02-09,GEN Z,2019-04-26,2021-03-16,2021-02-09,2021-02-10,2021-11-13,20,35,Y,0,1,10,Y,0,1
2021-02-09,GEN Z,2020-12-29,2021-02-17,2021-02-17,2021-02-19,2021-05-01,20,8,Y,8,10,10,N,8,10
2021-02-09,GEN Y,2020-09-22,2021-02-18,2021-02-19,2021-02-23,2021-11-14,20,9,Y,10,14,10,Y,10,14
2021-02-09,GEN Y,2019-05-13,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN X,2020-10-19,2021-02-19,2021-02-20,2021-03-01,2021-11-13,20,10,Y,11,20,10,Y,11,20
2021-02-09,GEN Y,2020-11-25,2021-07-04,2021-02-10,2021-02-11,2021-11-13,20,145,Y,1,2,10,Y,1,2
2021-02-09,GEN Y,2021-01-09,2021-02-20,2021-02-23,,2021-08-08,20,11,Y,14,-1,0,N,14,-1
2021-02-09,GEN X,2020-05-02,2021-02-27,2021-02-27,2021-10-07,2021-10-14,20,18,Y,18,240,0,N,18,>30
2021-02-09,GEN Z,2020-02-25,2021-02-21,2021-02-21,2021-02-24,2021-11-15,20,12,Y,12,15,10,Y,12,15
2021-02-09,GEN Z,2021-02-08,,2021-02-18,,2021-02-18,20,-1,N,9,-1,0,N,9,-1
2021-02-09,GEN Z,2019-07-23,2021-02-17,2021-02-18,2021-02-25,2021-11-10,20,8,Y,9,16,10,Y,9,16
2021-02-09,GEN Z,2021-02-05,,2021-02-09,,2021-02-09,20,-1,N,0,-1,0,N,0,-1
2021-02-09,GEN X,2021-01-21,2021-02-17,2021-02-15,2021-02-16,2021-11-11,20,8,Y,6,7,10,Y,6,7
2021-02-09,GEN Z,2020-10-31,,2021-02-12,2021-02-16,2021-03-23,20,-1,N,3,7,10,N,3,7
2021-02-09,GEN Y,2021-01-05,2021-02-18,2021-02-11,2021-02-13,2021-11-15,20,9,Y,2,4,10,Y,2,4
2021-02-09,GEN Y,2020-11-03,2021-02-22,2021-02-10,2021-02-25,2021-11-13,20,13,Y,1,16,10,Y,1,16
2021-02-09,GEN Z,2020-01-28,2021-02-17,2021-02-09,2021-02-09,2021-11-15,20,8,Y,0,0,10,Y,0,0
2021-02-09,GEN Y,2021-01-20,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,BOOMER,2021-02-02,2021-02-17,2021-02-11,2021-02-11,2021-02-12,20,8,Y,2,2,10,N,2,2
2021-02-09,GEN Z,2020-01-16,2021-02-28,2021-03-21,2021-04-17,2021-11-14,20,19,Y,40,67,0,Y,>30,>30
2021-02-09,GEN Z,2020-11-21,,2021-06-02,2021-06-23,2021-06-23,20,-1,N,113,134,0,N,>30,>30
2021-02-09,GEN Z,2021-01-29,2021-02-17,,,2021-02-19,20,8,Y,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2020-10-05,,,,2021-02-23,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2021-02-02,2021-03-16,2021-02-12,,2021-02-12,20,35,Y,3,-1,0,N,3,-1
2021-02-09,GEN Y,2020-01-14,2021-02-23,2021-02-23,2021-03-07,2021-07-26,20,14,Y,14,26,10,N,14,26
2021-02-09,BOOMER,2019-12-10,2021-10-24,2021-10-26,2021-10-28,2021-11-13,20,257,Y,259,261,0,Y,>30,>30
2021-02-09,GEN Y,2020-02-04,2021-02-22,2021-08-02,2021-08-20,2021-11-13,20,13,Y,174,192,0,Y,>30,>30
2021-02-09,GEN Z,2021-01-29,2021-02-20,2021-02-10,2021-02-28,2021-11-06,20,11,Y,1,19,10,Y,1,19
2021-02-09,BOOMER,2019-05-30,2021-04-19,,,,20,69,Y,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2021-01-20,2021-02-18,2021-02-10,2021-02-14,2021-11-14,20,9,Y,1,5,10,Y,1,5
2021-02-09,GEN Z,2021-02-08,2021-02-23,2021-02-15,2021-02-22,2021-11-14,20,14,Y,6,13,10,Y,6,13
2021-02-09,GEN Z,2019-04-04,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2019-12-19,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN X,2020-11-21,2021-02-17,2021-02-21,2021-02-23,2021-11-12,20,8,Y,12,14,10,Y,12,14
2021-02-09,GEN Z,2021-02-05,2021-02-18,2021-02-11,2021-02-21,2021-11-13,20,9,Y,2,12,10,Y,2,12
2021-02-09,GEN Z,2020-10-22,,2021-02-09,,2021-02-09,20,-1,N,0,-1,0,N,0,-1
2021-02-09,GEN Y,2020-11-21,2021-02-20,2021-02-21,2021-02-25,2021-11-13,20,11,Y,12,16,10,Y,12,16
2021-02-09,GEN Y,2021-02-01,2021-02-25,2021-02-28,,2021-10-16,20,16,Y,19,-1,0,Y,19,-1
2021-02-09,GEN Z,2021-02-06,2021-03-13,2021-02-10,2021-02-10,2021-11-12,20,32,Y,1,1,10,Y,1,1
2021-02-09,GEN Z,2021-01-29,,2021-02-12,,2021-10-06,20,-1,N,3,-1,0,N,3,-1
2021-02-09,GEN Y,2021-02-01,2021-02-17,2021-02-18,2021-02-19,2021-02-19,20,8,Y,9,10,10,N,9,10
2021-02-09,GEN Y,2019-12-12,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2021-02-08,,2021-02-09,,2021-02-13,20,-1,N,0,-1,0,N,0,-1
2021-02-09,GEN Z,2021-01-10,2021-09-16,2021-02-09,2021-02-11,2021-11-09,20,219,Y,0,2,10,Y,0,2
2021-02-09,GEN X,2020-07-10,,2021-03-13,2021-03-15,2021-11-15,20,-1,N,32,34,0,Y,>30,>30
2021-02-09,GEN Y,2021-01-17,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2020-07-05,2021-03-01,2021-02-13,2021-03-03,2021-11-13,20,20,Y,4,22,10,Y,4,22
2021-02-09,GEN Z,2020-12-18,2021-02-18,2021-04-28,2021-05-28,2021-11-15,20,9,Y,78,108,0,Y,>30,>30
2021-02-09,GEN Z,2019-02-27,2021-02-17,2021-02-17,,2021-09-25,20,8,Y,8,-1,0,N,8,-1
2021-02-09,GEN Z,2019-06-05,2021-05-06,2021-02-12,2021-05-06,2021-11-13,20,86,Y,3,86,0,Y,3,>30
2021-02-09,GEN Z,2021-02-05,,2021-02-10,,2021-02-17,20,-1,N,1,-1,0,N,1,-1
2021-02-09,GEN Z,2019-04-05,2021-03-02,2021-04-11,2021-04-28,2021-11-11,20,21,Y,61,78,0,Y,>30,>30
2021-02-09,GEN Z,2021-01-05,2021-02-25,2021-02-11,2021-02-12,2021-05-17,20,16,Y,2,3,10,N,2,3
2021-02-09,GEN Z,2019-05-24,,2021-02-13,,2021-03-23,20,-1,N,4,-1,0,N,4,-1
2021-02-09,GEN Z,2019-03-29,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2021-02-09,2021-08-13,2021-03-23,2021-08-26,2021-09-05,20,185,Y,42,198,0,N,>30,>30
2021-02-09,GEN Z,2021-02-09,2021-02-24,2021-02-24,2021-02-26,2021-11-14,20,15,Y,15,17,10,Y,15,17
2021-02-09,GEN Z,2020-10-07,,,,2021-02-17,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2019-11-20,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN X,2020-07-14,,2021-02-14,,2021-02-24,20,-1,N,5,-1,0,N,5,-1
2021-02-09,GEN Z,2021-02-07,2021-02-27,2021-02-27,2021-03-13,2021-11-14,20,18,Y,18,32,0,Y,18,>30
2021-02-09,GEN Z,2019-01-11,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2019-03-24,2021-02-19,2021-02-10,2021-02-12,2021-10-03,20,10,Y,1,3,10,N,1,3
2021-02-09,GEN Z,2021-02-03,,2021-02-10,2021-02-24,2021-03-09,20,-1,N,1,15,10,N,1,15
2021-02-09,GEN X,2020-08-05,2021-05-04,2021-06-07,2021-06-12,2021-08-24,20,84,Y,118,123,0,N,>30,>30
2021-02-09,GEN Z,2020-07-07,2021-03-13,2021-03-13,2021-03-13,2021-11-12,20,32,Y,32,32,0,Y,>30,>30
2021-02-09,GEN Z,2020-09-23,,2021-02-10,,2021-02-15,20,-1,N,1,-1,0,N,1,-1
2021-02-09,BOOMER,2021-01-14,2021-02-19,2021-02-19,2021-02-20,2021-05-20,20,10,Y,10,11,10,N,10,11
2021-02-09,GEN Z,2020-06-17,,,,2021-06-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2021-01-12,2021-02-18,2021-02-18,2021-03-08,2021-10-10,20,9,Y,9,27,10,N,9,27
2021-02-09,GEN Y,2019-09-13,2021-02-18,2021-02-20,2021-02-21,2021-10-26,20,9,Y,11,12,10,Y,11,12
2021-02-09,GEN Y,2020-08-02,2021-02-18,2021-02-14,2021-02-18,2021-11-14,20,9,Y,5,9,10,Y,5,9
2021-02-09,GEN X,2021-01-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2020-01-09,2021-02-28,2021-02-10,2021-02-26,2021-03-03,20,19,Y,1,17,10,N,1,17
2021-02-09,GEN Z,2020-10-08,,,,2021-02-14,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2019-11-12,2021-02-20,2021-02-24,2021-02-27,2021-11-06,20,11,Y,15,18,10,Y,15,18
2021-02-09,GEN X,2020-07-07,2021-02-23,2021-03-05,2021-03-06,2021-11-14,20,14,Y,24,25,10,Y,24,25
2021-02-09,GEN Z,2021-01-02,2021-02-21,2021-02-11,2021-02-21,2021-05-20,20,12,Y,2,12,10,N,2,12
2021-02-09,GEN Y,2019-07-07,2021-02-21,2021-02-21,2021-02-21,2021-11-05,20,12,Y,12,12,10,Y,12,12
2021-02-09,GEN Z,2021-01-12,2021-02-27,2021-02-09,2021-02-12,2021-09-04,20,18,Y,0,3,10,N,0,3
2021-02-09,GEN Y,2020-08-17,2021-02-22,2021-02-24,2021-02-24,2021-02-24,20,13,Y,15,15,10,N,15,15
2021-02-09,GEN Z,2021-02-05,2021-02-21,2021-02-10,2021-03-20,2021-11-15,20,12,Y,1,39,0,Y,1,>30
2021-02-09,GEN Z,2020-11-19,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2019-03-23,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Z,2021-02-04,2021-02-23,2021-02-12,2021-02-17,2021-11-10,20,14,Y,3,8,10,Y,3,8
2021-02-09,GEN Z,2019-03-23,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-09,GEN Y,2020-12-26,2021-02-22,2021-02-22,2021-03-02,2021-04-28,20,13,Y,13,21,10,N,13,21
2021-02-09,GEN Z,2021-01-05,2021-06-10,2021-07-21,2021-07-22,2021-11-14,20,121,Y,162,163,0,Y,>30,>30
2021-02-09,GEN Y,2021-01-02,2021-02-22,2021-02-10,2021-02-17,2021-11-14,20,13,Y,1,8,10,Y,1,8
2021-02-09,GEN Z,2020-12-29,2021-02-26,2021-02-14,2021-03-20,2021-11-13,20,17,Y,5,39,0,Y,5,>30
2021-02-09,GEN Y,2021-02-08,2021-06-14,2021-07-09,2021-10-31,2021-11-05,20,125,Y,150,264,0,Y,>30,>30
